short_name,long_name,player_positions,overall,potential,age,height_cm,weight_kg,club_team_id,club_position,club_jersey_number,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
P. Rojas,Pablo José Rojas Cardales,"RM, LM, ST",68,68,26,167,72,112903,RM,7,56,Colombia,,,,Right,2,2,1,High/Medium,Stocky (170-),No,92,61,61,68,28,54,66,64,42,66,45,72,39,29,57,54,91,93,83,59,85,64,72,77,46,55,40,22,58,64,66,66,31,24,26
N. Hammann,Nico Hammann,"CB, LM, LB",68,68,30,185,79,110588,SUB,10,21,Germany,,,,Right,4,2,1,High/Medium,Normal (185+),No,71,57,61,60,65,74,68,50,59,63,30,58,69,67,68,63,70,71,59,60,61,72,78,70,74,65,78,67,52,43,62,59,63,67,65
C. Martinez,Cris Robert Martínez Escobar,"LW, ST",68,70,25,170,70,110144,SUB,30,58,Paraguay,,,,Left,3,3,1,High/Medium,Normal (170-),No,81,67,59,70,26,65,59,65,70,64,53,68,50,45,55,70,82,80,83,65,75,71,75,73,67,68,48,16,69,59,75,62,33,13,17
A. Cesped,Alvaro Felipe Césped Lártiga,"CDM, CM",68,71,26,174,69,112535,CM,15,55,Chile,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,63,54,57,67,67,71,44,52,65,66,36,68,39,47,67,66,65,61,61,57,76,62,80,80,70,59,60,72,48,55,39,53,63,70,66
D. Mancini,Daniel Mancini,"CM, RW, RM",68,79,21,171,72,57,SUB,7,52,Argentina,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,67,56,63,72,56,61,54,55,45,69,38,71,48,52,64,73,66,68,72,67,77,60,92,73,56,59,51,54,63,65,47,58,53,63,59
C. Connolly,Callum Connolly,"CDM, CM, RB",68,81,20,183,70,1917,SUB,26,14,England,,,,Right,3,3,1,High/High,Lean (170-185),No,61,61,64,67,68,63,65,61,68,68,32,66,56,49,67,69,61,61,69,63,72,69,69,68,55,65,77,67,62,61,50,65,69,69,68
V. Rodić,Vladimir Rodić,"RM, LM",68,74,24,176,74,708,SUB,93,15,Montenegro,,,,Right,3,3,1,High/Medium,Normal (170-185),No,84,59,57,71,45,65,63,63,37,57,53,72,51,42,44,65,86,83,81,67,85,55,64,77,57,56,69,44,67,65,48,62,40,52,46
M. Pedersen,Mads Pedersen,"LWB, LM",68,77,21,178,74,1788,LWB,5,13,Denmark,,,,Left,3,3,1,High/Medium,Normal (170-185),No,85,44,61,69,63,64,63,43,48,65,46,65,55,37,62,68,87,83,86,60,90,52,91,81,53,34,63,63,62,60,41,60,66,65,60
M. Bagayoko,Mamadou Bagayoko,"RB, RWB",68,68,28,175,67,,,,108,Côte d'Ivoire,111112,SUB,18,Right,3,3,1,High/Medium,Lean (170-185),No,75,27,55,66,67,66,69,21,52,56,26,63,27,33,51,67,76,74,77,61,78,31,70,72,61,25,71,62,56,53,45,58,74,66,70
B. Heynen,Bryan Heynen,CM,68,76,21,182,67,673,SUB,28,7,Belgium,,,,Right,4,3,1,High/High,Lean (170-185),No,64,50,68,69,63,60,60,41,65,74,48,67,67,47,68,73,63,65,69,63,71,62,61,67,57,54,59,62,59,70,58,75,64,63,61
J. Mees,Joshua Mees,"LM, ST, RM",68,77,22,181,73,1831,SUB,8,21,Germany,,,,Right,4,3,1,Medium/Medium,Lean (170-185),No,73,66,61,72,21,58,59,68,48,65,62,73,66,45,54,69,77,70,76,62,75,65,67,66,57,66,49,17,63,66,58,63,18,19,15
K. Medel,Kevin Felipe Medel Soto,"CDM, CM",68,79,22,171,66,112584,LDM,17,55,Chile,,,,Right,2,2,1,Medium/Medium,Stocky (170-185),No,64,45,59,64,63,77,46,45,52,71,38,62,41,48,62,64,65,64,59,64,84,48,61,76,79,38,79,70,46,57,59,59,62,65,60
E. Taffertshofer,Emanuel Taffertshofer,"CDM, CM",68,73,23,174,74,110178,SUB,20,21,Germany,,,,Right,3,2,1,Low/Medium,Normal (170-185),No,70,43,57,65,66,72,47,39,49,66,38,61,41,39,58,65,68,71,76,64,81,53,83,79,67,46,73,71,49,59,32,68,68,65,67
Óscar Pinchi,Óscar Francisco García Quintela,"LM, ST",68,79,22,173,62,240,SUB,46,45,Spain,,,,Right,3,3,1,Medium/Low,Normal (170-185),No,71,68,64,71,43,48,69,72,44,68,55,71,61,44,63,73,73,70,73,55,80,65,55,48,51,70,39,44,61,59,47,63,50,39,34
D. Romney,David Romney,"CB, LB, RB",68,73,25,188,79,697,RCB,4,95,United States,,,,Left,3,2,1,Medium/High,Normal (185+),No,64,32,57,60,66,74,59,24,68,61,35,61,54,34,59,63,65,64,53,63,50,52,75,70,78,24,70,65,50,52,35,61,69,66,61
Eduardo Henrique,Eduardo Henrique da Silva,"CDM, CM",68,75,23,187,73,1889,SUB,5,54,Brazil,,,,Right,3,2,1,Medium/High,Lean (185+),No,76,51,63,66,68,67,64,49,58,68,42,66,41,42,60,68,74,77,60,68,60,58,71,75,64,50,64,67,63,68,46,58,71,70,63
O. Duarte,William Omar Duarte Figueroa,"ST, LM, LW",68,77,22,180,75,101100,SUB,9,56,Colombia,,,,Left,3,3,1,High/Medium,Lean (170-185),No,78,65,56,69,26,63,57,69,60,64,59,71,52,40,37,65,78,78,74,64,61,62,65,75,64,60,47,27,70,60,61,56,22,22,18
Nando,Fernando García Puchades,"RM, LM, ST",68,74,24,178,68,226,RW,21,45,Spain,,,,Right,3,3,1,Medium/High,Normal (170-185),No,77,64,64,71,39,53,67,65,38,66,54,71,65,58,63,70,75,78,75,61,74,64,61,61,49,67,52,30,63,60,57,62,47,37,35
Jhonatan,Jhonatan Luiz da Siqueira,GK,68,70,27,189,79,1900,GK,18,54,Brazil,,,,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,18,12,14,23,12,12,12,15,21,15,31,35,34,66,50,19,57,40,62,16,22,25,10,48,11,30,13,17,12
Fredinho Mutto,Frederico Tomás Mutto Heck,LB,68,68,26,178,78,1598,SUB,14,54,Brazil,,,,Left,2,2,1,Medium/Medium,Normal (170-185),No,71,46,65,53,64,68,67,44,57,69,48,45,68,55,76,60,68,74,64,68,57,44,44,67,63,55,87,73,49,47,40,64,66,56,75
Anselmo Meirás,Anselmo Túlio Meirás Abrão,RB,68,68,34,177,75,1598,SUB,15,54,Brazil,,,,Right,2,2,1,Low/Medium,Stocky (170-185),No,69,44,58,53,68,61,62,39,59,69,48,53,47,37,60,50,72,66,48,70,68,41,64,74,58,56,50,72,42,41,45,59,72,65,68
Nosberto Vila,Nosberto Diego Vila Abranches,"RB, RWB, RM",68,68,34,176,75,111057,SUB,15,54,Brazil,,,,Right,3,3,1,High/Medium,Stocky (170-185),No,60,56,63,68,68,70,71,44,72,69,58,65,54,41,65,73,59,61,81,57,62,66,63,72,71,67,69,75,48,52,76,57,70,60,68
Eder Pinhanços,Eder Adolfo Pinhanços Dias,"CB, LB",68,68,34,178,75,517,SUB,12,54,Brazil,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,52,31,47,39,73,61,52,28,58,49,22,24,35,45,45,48,41,61,60,60,71,43,75,55,60,22,66,77,25,43,51,54,82,67,70
Kauã Zanson,Kauã Ricardo Zanon Bardini,"CB, RB",68,68,34,179,72,567,SUB,15,54,Brazil,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,67,45,49,61,70,58,57,40,67,43,44,64,72,62,30,56,63,71,53,71,61,50,77,50,55,50,73,69,42,56,46,72,70,70,72
Jadson Castrelo,Jadson José Castrelo Rios,"CDM, CM",68,68,34,186,81,567,SUB,19,54,Brazil,,,,Right,3,2,1,High/Low,Normal (185+),No,55,51,57,62,66,79,51,46,56,65,41,61,52,48,68,67,57,54,60,62,51,60,57,84,81,51,74,64,56,46,66,74,67,71,59
Adão Morrinhos,Adão Douglas Morrinhos Paes,"ST, CF",68,68,26,177,73,567,LS,11,54,Brazil,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,69,72,54,65,23,63,60,73,66,51,72,65,54,71,54,63,57,78,67,65,68,78,75,54,74,71,44,21,57,48,54,70,12,23,17
Arthur Silbeira,Douglas Arthur Silbeira Martins,ST,68,68,34,178,78,1053,SUB,11,54,Brazil,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,64,71,57,68,29,60,58,71,75,61,64,75,59,53,42,66,63,65,43,63,72,71,58,47,69,77,52,23,56,60,75,73,14,33,30
L. Balanta,Leyvin Jhojane Balanta Fory,"LB, LM",68,68,27,186,78,101104,SUB,7,56,Colombia,,,,Left,2,2,1,Medium/Low,Normal (185+),No,69,41,54,57,71,66,62,38,73,59,37,54,51,32,36,61,62,74,58,69,52,45,72,61,74,38,49,66,60,56,45,58,72,70,74
Jessé Ferdeira,Jessé Jonas Ferdeira Farias,LB,68,68,26,181,80,112001,SUB,13,54,Brazil,,,,Left,1,2,1,Medium/Medium,Normal (170-185),No,65,53,64,56,68,69,67,51,64,68,42,54,53,52,70,59,62,68,53,62,64,61,72,69,67,50,71,65,53,56,58,62,66,74,70
Ataúlfo Anjos,Ataúlfo Heitor Anjos Rosan,RB,68,68,26,186,76,112001,SUB,15,54,Brazil,,,,Right,3,3,1,Medium/Medium,Normal (185+),No,72,54,59,67,69,74,66,42,69,65,60,69,62,60,52,65,68,76,66,65,59,74,68,71,75,58,78,63,63,48,51,64,73,70,62
Helito Caldeira,Helio Paulo Caldeira Andrade,RB,68,68,34,188,82,567,SUB,20,54,Brazil,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,64,54,60,63,68,70,58,47,73,69,56,57,73,61,58,77,62,66,60,66,49,72,54,58,77,49,70,73,57,43,64,63,71,58,71
Mauriçio Clerez,Mauriçio César Clerez Farias,CB,68,68,26,189,81,1719,SUB,19,54,Brazil,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,60,46,58,55,70,67,58,40,69,65,44,56,53,56,54,51,64,56,59,60,55,59,62,58,76,47,57,59,48,49,47,61,80,68,66
Lucas Medeirão,Lucas Luciano Medeirão Hoffman,"CAM, RM, CM",68,68,34,179,74,517,SUB,18,54,Brazil,,,,Right,3,3,1,High/Medium,Normal (170-185),No,62,66,60,68,34,53,55,71,48,53,52,75,59,66,59,65,74,52,40,71,63,61,43,55,59,65,40,33,76,75,51,71,28,34,35
Dener Rolim,Dener Adão Rolim Leal,"CAM, RM",68,68,30,178,78,1598,SUB,16,54,Brazil,,,,Right,4,3,1,High/Medium,Normal (170-185),No,63,63,63,69,28,65,55,62,57,62,51,73,70,75,58,70,67,60,50,65,65,60,54,74,62,74,65,23,72,72,50,68,23,27,25
Adão Salvadaldo,Adão Dênis Salvador Vidigal,"ST, LW",68,68,34,174,69,1039,SUB,11,54,Brazil,,,,Left,5,3,1,Medium/Medium,Lean (170-185),No,76,70,50,76,26,50,61,72,61,55,65,77,51,52,41,71,78,75,87,61,84,66,66,55,49,71,40,30,65,36,77,58,20,17,23
Kaio Figueiras,Kaio Fabiano Figueiras Guerra,"LB, LM",68,68,26,177,71,1039,SUB,14,54,Brazil,,,,Left,2,2,1,High/Medium,Normal (170-185),No,72,51,65,67,64,69,72,45,55,67,45,67,47,51,70,61,71,72,77,72,78,62,56,81,67,51,61,66,67,58,52,56,67,63,62
Niltinho,Nilton Soares Rodrigues,"RW, LW",68,72,24,175,68,518,SUB,30,54,Brazil,,,,Left,3,3,1,Medium/High,Normal (170-185),No,82,58,62,73,41,54,61,59,47,65,56,73,54,64,61,71,83,82,80,63,85,62,44,74,47,54,51,34,62,60,47,58,35,45,52
Macedo,Wanderson de Macedo Costa,ST,68,70,26,185,80,1475,RES,10,54,Brazil,,,,Right,3,3,1,Medium/Low,Normal (185+),No,78,65,57,67,23,60,55,66,64,61,55,67,57,41,46,67,77,78,71,65,59,69,68,58,71,64,31,16,64,65,55,67,24,14,15
Unai Simón,Unai Simón Mendibil,GK,68,82,21,190,89,448,RES,25,45,Spain,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,16,14,18,29,17,12,20,14,21,16,46,48,32,63,47,17,58,45,73,13,27,26,14,31,24,48,11,18,12
S. Marinović,Stefan Marinović,GK,68,73,26,192,95,101112,GK,1,198,New Zealand,111473,GK,1,Right,1,1,1,Medium/Medium,Stocky (185+),No,,,,,,,11,17,14,34,18,15,14,19,35,21,47,49,35,68,44,18,57,45,73,13,16,25,16,34,22,48,30,18,18
M. Frýdek,Martin Frýdek Jr.,"CM, LB, CDM",68,71,26,179,76,267,CDM,17,12,Czech Republic,1330,SUB,9,Left,3,3,1,High/High,Normal (170-185),No,76,63,67,68,61,77,67,59,62,66,54,67,66,67,69,68,77,76,71,65,72,72,80,76,71,68,90,66,62,69,55,67,53,65,63
Nuno Tomás,Nuno Miguel Adro Tomás,CB,68,71,22,184,84,1889,SUB,25,38,Portugal,,,,Left,2,2,1,Low/High,Normal (170-185),No,57,32,40,47,67,73,31,27,70,55,28,42,30,31,37,50,58,57,57,59,56,46,85,63,79,26,69,64,30,30,43,59,67,69,66
Y. Regäsel,Yanni Regäsel,"RB, RWB",68,75,22,176,72,1825,RES,23,21,Germany,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,74,36,59,67,64,66,67,31,48,67,26,65,51,31,56,69,73,74,73,62,75,51,63,69,62,30,72,63,52,49,39,56,62,71,69
R. Tavera,Edwin Ronaldo Tavera Contreras,"CDM, CM",68,78,22,174,67,112528,RCM,20,56,Colombia,,,,Right,4,2,1,Medium/Medium,Lean (170-185),No,65,47,65,64,60,63,46,50,48,77,28,60,34,50,74,68,70,61,66,59,78,51,71,72,57,42,64,65,39,69,55,58,57,66,57
J. Elías,Jalil Juan José Elías,"CDM, CM, CAM, RM",68,78,22,180,69,111706,LDM,10,52,Argentina,,,,Right,2,3,1,Medium/Medium,Lean (170-185),No,71,49,62,66,64,69,48,39,54,70,38,65,42,41,68,67,70,72,69,59,62,65,63,73,66,59,73,62,41,67,47,64,64,69,66
C. De Norre,Casper De Norre,"LB, LWB",68,75,21,175,72,680,LB,24,7,Belgium,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,78,53,61,66,64,66,63,47,45,66,46,64,55,47,61,67,82,75,71,65,79,62,80,77,58,57,70,64,54,56,51,58,66,67,69
F. Bandinelli,Filippo Bandinelli,CM,68,76,23,180,74,112026,SUB,25,27,Italy,,,,Left,3,3,1,Medium/Medium,Normal (170-185),No,72,64,67,69,59,64,65,62,64,69,64,68,60,60,67,68,73,71,66,64,86,68,69,72,60,64,61,64,63,68,60,66,54,60,58
C. Borthwick-Jackson,Cameron Jake Borthwick-Jackson,LB,68,74,21,189,73,1949,LB,3,14,England,,,,Left,3,3,1,Medium/Medium,Lean (185+),Yes,72,43,64,64,68,64,74,42,64,66,41,64,74,48,61,65,70,73,61,60,58,45,73,64,66,43,57,64,50,52,46,58,70,69,68
J. Contreras,José David Contreras Verna,GK,68,78,23,186,86,212,GK,1,61,Venezuela,111487,SUB,12,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,13,8,11,23,16,7,13,10,18,14,15,25,36,61,37,17,68,23,61,8,22,7,8,51,14,50,9,13,12
Dalmau,Adriàn Dalmau Vaquer,"ST, CAM",68,73,24,181,74,100634,ST,9,45,Spain,,,,Right,4,3,1,Medium/High,Lean (170-185),No,77,63,51,70,36,58,53,68,66,57,55,68,33,31,41,72,79,76,77,66,66,58,62,71,56,56,45,34,72,53,70,63,45,23,22
U. Sadiq,Umar Sadiq Mesbah,ST,68,80,21,192,80,86,SUB,9,133,Nigeria,,,,Right,3,3,1,High/Medium,Lean (185+),No,70,65,52,67,28,65,43,72,70,60,59,72,56,41,41,66,66,74,58,63,38,62,66,64,79,57,30,19,65,55,60,63,37,14,19
K. Salazar,Kevin David Salazar Chiquiza,CAM,68,79,22,170,62,112992,SUB,14,56,Colombia,,,,Right,5,3,1,High/Medium,Lean (170-),No,72,53,66,72,42,47,65,49,34,70,50,73,53,36,65,70,73,71,73,52,86,54,67,69,36,60,41,25,61,71,46,60,69,32,37
J. Horn,Jannes-Kilian Horn,"LB, CB",68,76,21,186,77,31,LB,23,21,Germany,,,,Left,3,3,1,Medium/Medium,Normal (185+),No,80,35,57,64,65,68,67,29,54,67,36,63,53,35,44,65,77,83,66,67,61,45,69,63,71,32,66,63,46,44,49,50,64,72,65
V. Jugović,Vedran Jugović,"CM, CDM",68,68,28,178,69,1475,SUB,8,10,Croatia,,,,Right,4,3,1,High/Medium,Normal (170-185),No,73,63,64,68,61,68,55,64,55,70,46,66,44,55,64,69,75,71,72,66,70,65,84,75,64,63,64,60,68,68,63,58,65,60,58
Lee Seung Woo,이승우 李昇佑,"LW, RW",68,77,20,173,63,206,SUB,9,167,Korea Republic,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,66,66,58,73,27,49,62,65,62,69,62,73,35,27,50,76,65,67,68,68,71,69,70,51,52,68,34,16,70,56,62,50,41,12,14
D. Sundgren,Daniel Andreas Sundgren,"RWB, CB",68,69,27,179,69,433,RWB,21,46,Sweden,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,76,42,59,61,64,72,64,38,54,66,38,58,54,29,60,62,72,79,66,61,68,42,56,80,64,45,87,64,52,49,62,65,65,65,66
Joaquín,Joaquín Fernández Moreno,"CB, CDM",68,72,22,190,66,1861,RCB,24,45,Spain,,,,Right,3,2,1,Medium/Medium,Unique,No,71,47,60,58,66,74,46,43,61,67,39,60,48,49,66,67,70,71,29,58,33,59,56,71,79,45,69,67,50,62,47,64,62,72,63
S. Ugarković,Steven Peter Ugarković,"CDM, CM",68,73,23,187,79,111398,RDM,6,195,Australia,,,,Right,3,3,1,Medium/Medium,Lean (185+),No,72,45,59,67,65,73,53,38,59,70,35,68,40,31,68,69,72,72,63,57,66,57,62,78,76,54,64,67,54,52,32,60,67,66,60
José Kanté,José Kanté Martínez,ST,68,69,27,184,76,1871,SUB,19,118,Guinea,,,,Right,4,3,1,Medium/Medium,Lean (170-185),No,66,65,60,73,28,61,53,70,62,64,51,74,61,34,62,72,67,65,77,66,76,62,76,73,60,60,44,17,69,66,66,65,38,17,18
C. Peralta,Carlos Andrés Peralta Barrios,ST,68,68,28,178,79,112523,ST,9,56,Colombia,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,73,66,44,65,29,55,35,71,70,56,59,64,34,32,27,64,75,72,70,58,68,65,66,49,68,58,25,17,72,49,61,64,40,19,10
Josete,José Antonio Malagón Rubio,"CB, CDM",68,68,30,179,79,110831,LCB,4,45,Spain,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,72,48,56,44,65,69,58,48,73,65,47,32,41,59,57,52,74,71,70,58,59,67,88,51,74,36,74,61,33,41,39,62,65,64,70
V. Osimhen,Victor James Osimhen,ST,68,82,19,185,78,175,RES,18,133,Nigeria,,,,Right,4,3,1,Medium/Medium,Lean (185+),No,76,66,48,65,25,62,41,68,66,57,65,63,59,39,29,66,75,76,68,62,67,69,75,59,67,56,48,19,68,51,65,55,18,23,20
T. Aoki,青木 拓矢,"CDM, CM",68,68,28,179,77,111575,CDM,16,163,Japan,,,,Right,3,2,1,Medium/High,Normal (170-185),No,71,55,64,62,65,74,58,48,59,68,48,60,51,58,68,65,73,69,67,60,65,67,66,73,77,58,71,66,53,65,61,66,66,66,61
Vitor Costa,Vítor Costa de Brito,LB,68,74,24,182,74,666,SUB,6,54,Brazil,,,,Left,3,3,1,High/Medium,Lean (170-185),No,75,56,62,65,64,67,70,48,55,64,47,63,68,55,60,65,76,75,68,67,67,69,63,77,63,68,63,62,49,52,49,57,64,68,66
W. Andrade,Walter Saúl Andrade,CB,68,68,33,190,86,110581,SUB,2,52,Argentina,,,,Right,2,2,1,Low/Medium,Stocky (185+),No,44,32,37,38,68,71,24,28,68,54,20,31,20,22,48,45,42,46,39,65,40,57,76,44,85,22,70,67,24,20,30,62,70,68,61
H. Abe,阿部 浩之,"CAM, RM, LM, CF",68,68,28,170,69,111730,LAM,8,163,Japan,,,,Right,5,3,1,Medium/Medium,Normal (170-),Yes,77,60,64,69,32,54,67,71,39,66,45,67,41,34,64,68,77,77,78,66,77,56,36,69,59,42,29,31,70,69,60,57,33,32,24
Y. Ideguchi,井手 口陽介,"CDM, CM",68,78,21,171,71,8,RES,37,163,Japan,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,70,60,65,66,63,71,63,62,43,69,33,66,37,55,67,67,66,74,64,63,75,58,71,86,68,67,58,67,57,68,44,57,67,65,61
M. Bareiro,Lucas Mariano Bareiro,"CB, CDM",68,79,23,182,74,111710,RCB,5,52,Argentina,,,,Right,2,2,1,Medium/Medium,Normal (170-185),No,68,54,59,66,68,68,42,53,72,67,45,68,41,63,63,65,69,67,69,61,56,59,73,73,69,59,58,72,49,64,45,48,65,67,64
Kim Min Hyeok,김민혁 金珉赫,CB,68,71,26,187,73,113160,RCB,5,167,Korea Republic,,,,Right,2,2,1,Medium/High,Normal (185+),No,79,27,33,44,66,77,23,19,61,41,26,36,28,22,30,54,78,79,44,55,52,48,63,63,83,22,81,62,28,34,32,49,66,70,70
Y. Yoshida,吉田 豐,"LB, RB",68,68,28,168,69,113160,LB,23,163,Japan,,,,Right,4,3,1,High/Medium,Stocky (170-),No,75,31,61,68,65,65,68,22,53,65,24,65,58,31,50,64,80,71,83,67,88,47,87,71,61,35,60,63,49,62,30,57,66,70,65
S. Colombatto,Santiago Colombatto,CM,68,80,21,176,71,206,SUB,34,52,Argentina,,,,Right,3,3,1,Medium/High,Lean (170-185),No,66,54,69,69,56,59,60,55,51,75,43,68,57,49,72,68,69,64,71,65,78,56,59,60,54,52,68,68,52,71,52,65,60,48,44
A. Esaka,江坂 任,"ST, CF, LM, RW",68,69,26,175,67,101145,ST,10,163,Japan,,,,Right,4,3,1,High/Medium,Lean (170-185),No,70,66,58,66,33,67,55,70,66,65,54,68,60,38,55,64,71,69,65,63,70,69,80,70,72,62,45,24,68,56,48,54,31,30,29
T. Kida,喜田 拓也,"CDM, CM",68,74,23,169,63,101151,SUB,5,163,Japan,,,,Right,3,2,1,Medium/High,Lean (170-),No,71,39,60,57,60,78,53,32,49,70,35,43,35,45,64,67,72,71,78,62,87,47,81,90,69,44,84,66,42,58,42,65,59,62,58
J. Amano,天野 纯,"CM, CDM, RM",68,69,26,175,64,101151,RCM,14,163,Japan,,,,Left,3,3,1,Medium/Medium,Normal (170-185),Yes,73,55,68,70,50,72,68,52,49,72,49,69,64,63,62,71,74,72,74,61,77,62,70,87,72,58,55,55,69,68,42,59,50,49,43
K. Mizunuma,水沼 宏太,RM,68,68,28,176,72,101148,SUB,7,163,Japan,,,,Right,4,3,1,High/Low,Normal (170-185),No,67,63,64,68,41,67,65,67,46,69,50,67,52,54,59,67,66,67,77,67,67,62,46,76,71,57,49,46,69,64,57,51,40,37,38
K. Misao,三竿 健斗,"CDM, CB, CM",68,78,22,181,73,101147,LCM,20,163,Japan,,,,Right,2,3,1,Medium/Medium,Normal (170-185),No,73,43,65,67,66,72,65,40,56,70,40,65,53,44,65,71,72,74,66,62,67,59,68,71,74,36,68,62,39,64,42,59,67,70,65
Borja Domínguez,Borja Domínguez Domínguez,"CM, CDM, CAM",68,71,26,187,81,100831,SUB,7,45,Spain,,,,Left,2,2,1,Medium/Medium,Lean (185+),No,37,60,70,61,64,68,60,59,58,74,49,60,74,63,73,67,40,34,53,62,40,56,52,59,72,69,73,61,64,70,61,65,67,67,62
J. Torres,Joaquín Torres,"RM, LM",68,79,21,167,70,110396,SUB,18,52,Argentina,,,,Left,2,3,1,Medium/Medium,Lean (170-),No,88,52,59,75,34,58,55,50,42,65,45,76,48,42,60,69,85,90,88,61,84,55,74,65,60,58,40,41,62,58,39,63,31,30,32
C. Mepham,Christopher James Mepham,CB,68,80,20,191,75,1925,LCB,6,50,Wales,1367,SUB,18,Right,3,2,1,High/High,Lean (185+),No,65,26,48,57,67,70,29,22,58,63,24,55,25,31,53,62,64,65,51,63,52,33,74,66,74,24,66,65,28,48,42,61,69,67,69
K. Mac Allister,Kevin Mac Allister,"LB, RB",68,79,20,175,72,111019,LB,4,52,Argentina,,,,Right,2,3,1,High/Medium,Normal (170-185),No,73,43,54,65,68,63,52,43,56,64,32,63,33,41,51,66,74,72,70,66,70,49,68,76,55,37,66,70,55,49,45,66,69,71,68
R. Oudin,Rémi Oudin,"RM, RW",68,76,21,185,79,379,RM,18,18,France,,,,Left,3,3,1,Medium/Medium,Lean (185+),No,70,69,67,69,25,63,74,71,68,65,58,69,77,76,48,72,68,72,71,64,55,72,72,57,73,65,42,17,63,71,66,60,22,21,15
R. Canouse,Russell Canouse,CDM,68,75,23,177,76,688,SUB,4,95,United States,,,,Right,3,2,1,Medium/High,Stocky (170-185),No,61,51,56,63,68,72,39,46,61,67,49,60,41,48,68,65,63,59,65,68,71,59,70,68,75,53,70,67,50,52,54,58,69,69,67
B. Merlini,Bautista Merlini,"LM, CM, RM",68,77,22,165,62,1013,SUB,11,52,Argentina,,,,Right,3,3,1,High/High,Normal (170-),No,82,59,66,71,45,54,61,60,39,73,49,69,61,58,64,66,80,84,94,64,86,57,55,66,41,59,72,36,59,63,59,67,55,43,47
R. Gumny,Robert Gumny,RB,68,84,20,177,61,873,SUB,2,37,Poland,,,,Right,3,2,1,High/High,Lean (170-185),No,86,29,59,64,62,63,62,28,50,67,25,60,53,31,52,68,91,82,75,61,68,26,63,73,66,30,45,64,48,56,38,66,58,69,64
S. Hlanti,Sfiso Sandile Hlanti,"LB, LM",68,68,28,182,78,,,,140,South Africa,111099,LB,18,Left,3,3,1,Medium/Medium,Normal (170-185),No,72,34,60,65,70,62,75,31,53,58,33,69,51,38,67,66,74,71,52,58,58,41,60,62,66,28,53,68,51,51,43,63,70,76,68
A. Toşca,Alin Dorinel Toșca,"CB, LB",68,70,26,181,81,449,RES,21,39,Romania,1356,LB,3,Left,3,2,1,Medium/Medium,Normal (170-185),No,71,45,60,59,67,64,61,46,66,69,43,55,39,34,61,62,72,71,67,67,61,44,57,56,70,42,62,69,54,54,41,60,60,69,74
J. Valencia,Juan Manuel Valencia Aponzá,"CM, CAM",68,80,20,185,79,189,SUB,19,56,Colombia,,,,Right,3,3,1,Medium/Medium,Lean (185+),No,62,55,70,71,56,69,70,40,50,74,58,72,70,64,68,74,54,68,64,60,64,72,60,74,72,70,58,56,56,64,60,64,56,58,58
Thiago Martins,Thiago Martins Bueno,CB,68,76,23,185,76,101151,SUB,13,54,Brazil,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,66,39,43,53,70,65,45,35,69,50,36,52,37,43,38,56,64,67,49,55,58,56,85,59,69,30,56,64,32,33,53,50,69,75,71
E. Kouassi,Jules Christ Eboue Kouassi,CDM,68,79,20,185,70,78,SUB,88,108,Côte d'Ivoire,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,70,46,59,62,64,72,41,42,54,69,39,58,41,42,68,64,70,70,68,70,65,55,67,76,72,52,70,68,38,60,46,55,67,64,61
Matos,José Joaquín Matos García,"LB, LWB",68,75,23,168,68,1968,SUB,16,45,Spain,,,,Left,3,2,1,Medium/Medium,Normal (170-),No,80,45,58,63,59,55,71,35,47,58,22,55,60,51,57,67,82,78,80,64,84,69,80,81,33,49,72,64,49,47,39,56,55,62,68
